,order_number,customer_id,product_id,quantity,date,staff_id
42,8026833944,73567667,100947274,7,2022-07-05,881605
43,0235055831,87924928,140416373,15,2022-12-15,515054
44,2995529415,65793306,206479088,48,2021-09-10,680832
45,3913158667,43165534,207256575,6,2023-04-06,267168
46,3051031512,33660422,174377494,20,2021-08-24,322127
47,5555240036,48120425,216124178,3,2023-01-08,638615
48,1889300502,00583021,049747007,41,2020-10-12,733884
49,5971489372,47010586,260810302,44,2023-05-06,508053
50,5489711278,59094738,158019962,30,2022-11-18,531144
51,0304947762,55966365,252770233,45,2021-12-06,638615
52,6079962956,52953461,073787185,11,2021-05-14,655371
53,1281827788,33627634,019662184,11,2023-08-18,150231
54,3518798245,26288397,003639597,2,2021-10-22,587686
55,4675980204,52929035,199216988,42,2023-08-09,223773
56,9855259718,21346052,121635154,5,2023-04-23,716066
57,8072382543,14729513,003954355,21,2022-07-12,228858
58,5360781239,36599341,205581885,10,2021-06-07,112150
59,3685173498,06589853,052789367,6,2020-03-16,211254
60,0666923614,21143353,004313653,21,2023-01-14,614321
61,7681576604,95993649,209891492,12,2023-04-29,525428
62,5931314390,92335861,161008715,17,2022-01-06,940515
63,2951912202,39491278,207841114,18,2023-12-04,508053
64,0930284624,26322134,050322710,1,2021-02-15,296314
65,4369782788,27469719,143186001,21,2020-05-30,856182
66,8393274549,65637720,174377494,22,2021-01-15,228858
67,3824258794,89146811,262871376,3,2023-10-23,847511
68,1931545061,63098770,017336364,44,2020-09-07,509527
69,7900610598,14967376,070016692,18,2022-07-17,430441
70,2406403618,23143517,109765020,34,2021-03-25,485189
71,3913788903,36173980,003608623,30,2022-08-15,659131
72,2642807677,63914069,199216988,35,2022-12-11,238509
73,8458811055,81521660,213619207,8,2021-08-28,877147
74,8496544778,03647831,247858753,39,2020-06-28,322127
75,8806125404,34224920,206479088,14,2020-07-17,228858
76,1911625681,15058297,073125816,20,2021-11-08,867877
77,3545118904,41496105,253213647,47,2020-12-15,803680
78,8333874225,43365166,210277880,25,2020-11-20,139732
79,7280574996,11718495,204051994,43,2022-06-12,112150
80,4040274345,25240350,085396163,36,2023-02-19,258990
81,1603813227,65903450,242770600,44,2020-08-03,424519
82,2078902795,02000753,107802183,30,2021-10-09,028046
83,5823158481,55400043,111290700,4,2021-12-15,733884
84,3864060089,09626941,249019417,5,2021-05-12,086583
85,1359054306,11718495,095311757,44,2023-04-03,915122
86,9815149877,26694128,270234757,32,2023-05-11,515054
87,4017173961,61994058,208289515,46,2023-04-22,168530
88,6834317405,47947101,111290700,9,2023-11-01,915122
89,7636099933,14296604,013833466,19,2022-08-28,258990
90,0196371461,42874154,019792256,36,2022-05-12,614321
91,0413614835,44478604,013419678,46,2023-04-18,508053
92,9593816230,49817872,072308265,26,2023-10-05,940526
93,9167313908,52050104,248446185,37,2020-05-15,638615
94,8594987836,77181609,176909221,8,2020-03-14,112150
95,5412224498,56663338,000404737,4,2023-01-22,914287
96,5086915212,59010914,176752838,26,2020-04-17,150231
97,7141710424,57114325,075307228,23,2020-12-30,238509
98,4781575496,43185964,152875147,9,2021-04-25,258990
99,0533789931,54657538,105663942,14,2020-01-11,949904
100,8590560773,75906853,100958457,43,2022-11-29,531144
101,9586213882,94992249,100958457,21,2022-08-23,991011
102,4258656311,36750820,145288026,46,2022-05-29,466771
103,9992586514,78887378,100947274,7,2023-12-09,793596
104,3792030259,41990782,077774625,9,2022-04-12,617170
105,7979174867,07642179,022881852,36,2021-09-12,466771
106,3465246504,56571211,103379147,18,2020-03-27,531144
107,6627733639,43612918,042230121,43,2020-02-11,991011
108,6671746331,50054556,184466860,17,2023-01-09,949904
109,3667067646,55966365,126743459,47,2020-10-18,071162
110,8249413674,23245627,008885995,4,2021-07-31,538245
111,6050222089,11727967,184466860,18,2022-01-25,671299
112,3899920483,61891903,111285062,7,2020-02-03,322127
113,8765443114,23143517,186111097,10,2020-02-25,803680
114,0137186206,62478596,100321478,39,2023-01-27,949904
115,1666218323,47176784,094173458,38,2023-05-15,538245
116,3283410144,67624112,157240665,39,2022-09-21,517969
117,8286422003,84474325,054748899,39,2020-02-20,260145
118,3844308110,92335861,251577060,37,2021-10-29,208028
119,2039969518,22981845,046240929,33,2021-10-27,826671
120,8859698831,09270370,249160355,26,2023-01-22,595146
121,9578126981,62541686,100347901,36,2020-06-09,272008
122,9511152040,68379620,121635154,2,2022-11-23,213157
123,2117563313,12105939,097594364,5,2022-06-16,086583
124,4619765599,31356068,047342678,48,2022-06-02,900799
125,3332129252,46683721,179546070,36,2020-02-23,509527
126,4195768577,55899638,019662184,48,2020-12-31,733884
127,1410073692,11321181,004313653,45,2023-10-09,733884
128,7413158826,33627634,121635152,32,2020-09-02,877147
129,2429628579,29521564,253213647,29,2020-05-22,716066
130,3763417858,92335861,031692405,21,2022-07-24,430441
131,5313843141,81521660,091947689,6,2023-10-07,614321
132,9636260824,41990782,031656174,36,2021-01-31,867877
133,3403607034,25639032,031656174,24,2022-02-16,925090
134,7606164967,11727967,074021317,34,2020-03-21,915122
135,6869809997,37118805,055319105,42,2022-06-28,459374
136,7669230956,81338312,046240929,3,2021-04-03,168530
137,9707889923,35557701,198414891,17,2023-06-27,826671
138,4041997919,54657538,168283405,23,2023-01-23,587686
139,8379877097,95697812,054614797,45,2023-12-26,332000
140,5145605345,05685019,121635154,30,2020-01-14,417663
141,6961173538,91028761,054748899,7,2021-09-30,940515
142,9603558925,77690490,072882553,39,2023-01-13,680832
143,8743278712,60300173,095311757,4,2020-05-16,462856
144,2623248917,03576769,155550591,20,2021-10-22,595146
145,8439499900,66678748,077774625,9,2022-01-27,168530
146,7554198231,80713174,052788072,39,2020-04-01,374381
147,3617738285,13555159,010095276,3,2022-08-10,296314
148,7310746010,87710870,184466860,19,2022-06-18,272008
149,5150841127,26195118,057325187,15,2022-06-28,513066
150,8992526966,43165534,003608623,27,2021-10-28,322127
151,4564414126,34178369,052789367,14,2021-01-05,531144
152,2878488437,80845541,000404737,44,2020-07-10,365091
153,2318051148,05256090,143186001,20,2023-11-09,845680
154,1267768686,72320739,105663942,18,2021-05-13,086583
155,8771075399,89869709,054266567,17,2020-06-11,099029
156,2503376527,48120425,253194702,10,2022-09-03,343319
157,3680323576,65637720,100321478,12,2021-08-08,587686
158,2179133209,00406608,022881852,39,2021-04-27,138409
159,5657778663,49169436,139303869,40,2022-11-30,949904
160,1245958055,48120425,124767703,11,2021-11-18,877147
161,2484990314,46359580,052789367,36,2020-02-27,238509
162,3196841237,47010586,046240929,35,2023-03-19,112150
163,7791028736,64353446,003304875,49,2023-02-20,655371
164,0279272472,75612611,004780917,27,2022-05-12,417663
165,3390164885,08693256,157240665,28,2022-10-19,900799
166,2294210714,16706244,100958457,1,2020-01-25,228858
167,4367690413,45209124,000404737,7,2021-11-30,211254
168,7423260945,46383272,085763211,47,2021-09-26,879547
169,7641320605,33790351,047342678,39,2023-10-04,517969
170,3394587327,11321181,090056907,49,2022-03-01,840953
171,9403385866,51075298,147999778,22,2020-03-21,462856
172,4731352865,06589853,069764541,29,2023-02-17,659131
173,7742313726,84669837,249019417,32,2022-06-28,415258
174,0829016445,52387611,247858753,38,2020-11-29,803680
175,9803637562,34597964,021367457,38,2022-03-05,154252
176,3483108205,13084637,072882553,16,2021-12-17,947021
177,2260611333,90518472,249160355,4,2023-06-27,424519
178,8050664455,42230003,249157126,39,2022-04-14,685426
179,4781577325,65549449,095218451,17,2022-10-25,372598
180,0051943111,45640950,143186001,34,2022-04-14,466771
181,1486737062,55248968,176909221,9,2022-07-31,260145
182,1066884872,70846563,113530805,33,2020-03-05,513066
183,8128637288,29509929,075953557,3,2020-03-12,617170
184,9104643867,74043178,007827502,10,2020-10-07,139732
185,1359666936,45640950,225912339,14,2023-03-09,847511
186,5726045904,66678748,070016692,16,2021-04-13,617170
187,0766576862,52155857,085763211,6,2022-02-19,428458
188,8646569388,35131858,243097256,49,2021-10-28,947021
189,9711820712,22250718,091947689,23,2020-06-01,208028
190,3323195685,08693256,073179948,49,2020-09-17,508053
191,6842199637,09688269,260810302,20,2020-11-12,685426
192,2239115347,61994058,002245453,43,2023-12-23,182392
193,4679518047,68537363,252884444,39,2023-11-23,372598
194,6257389217,17114226,124767703,45,2022-02-24,587686
195,0752139392,00583021,170463582,12,2023-06-03,685426
196,2945591902,83295263,008885995,26,2023-12-14,659131
197,5778368197,59854187,031656174,6,2022-09-11,281057
198,6872376792,85050010,097594364,22,2023-06-05,415258
199,0452323832,14817359,057325187,48,2021-04-08,099029
200,1765081853,65549449,113530805,31,2020-11-28,553059
201,6794923011,09626941,052789367,22,2021-02-10,867877
202,3595619679,83659420,208289515,18,2020-07-25,925090
203,3300031838,15933707,262301191,13,2023-08-18,138409
204,3268819491,62541686,023416722,38,2023-09-09,238509
205,9224550829,23602892,076776245,32,2020-08-01,296314
206,7687258152,76051620,105663942,30,2022-12-19,267142
207,5817412511,13177681,213619207,36,2021-03-30,940526
208,0648262103,48120425,186111097,34,2021-09-08,925090
209,0726033758,03819370,013419678,23,2020-09-27,322127
210,4793754219,32348631,042230121,44,2022-11-07,771091
211,4327858826,03576769,157240665,37,2021-01-27,770687
212,4105221618,80475117,071345381,30,2021-07-25,332000
213,2224131955,80774855,248264491,8,2023-02-17,901455
214,0665683142,20763218,072459686,12,2020-07-19,867877
215,4988494051,23716904,205581885,10,2020-12-06,680832
216,8015966706,30642577,253360429,22,2020-06-06,086583
217,8107407687,64679503,188940817,12,2022-02-12,538245
218,2933889646,25240350,073179948,40,2022-01-26,223364
219,4451765881,15667101,176909221,30,2021-03-09,879547
220,7859050481,67576467,252884444,14,2020-01-08,168530
221,4625744092,81037855,168283405,43,2023-02-15,553059
222,1261562845,63682414,056878836,3,2021-09-26,587686
223,4770147300,57114325,111290696,16,2022-09-23,538245
224,4354262700,33983993,270880693,9,2021-06-20,900799
225,9374647721,14147691,109018530,40,2022-05-30,211254
226,7510908480,09827171,199216988,9,2022-11-30,393891
227,8146052346,27769960,031692405,48,2020-01-04,213157
228,2488449776,55332995,097594364,7,2021-03-29,238509
229,4530321551,85744973,206479088,36,2021-08-09,671299
230,9871572438,50054556,215141307,47,2021-03-19,867877
231,5842763316,95993649,105663942,27,2023-12-01,228858
232,7048278963,95097945,260811707,14,2022-03-30,182392
233,8085750906,37088966,225912339,35,2021-07-11,587686
234,1758208899,41990782,198414891,29,2023-08-05,226666
235,0582657711,63098770,070016692,33,2023-01-01,086583
236,3234914637,56272250,100947274,7,2022-10-16,415258
237,8879521640,72944797,002245453,5,2020-06-13,538758
238,1934712141,14729513,073179948,12,2023-03-11,881605
239,1143513912,54433517,260811707,21,2020-11-01,538245
240,4739058796,50621947,207841114,29,2020-02-25,847511
241,9374590155,52929035,008886007,11,2020-08-20,213157
242,5054921928,56663338,100347901,33,2022-11-08,793596
243,3199752483,70846563,207256575,19,2022-10-29,208028
244,2866513927,58872621,031692405,48,2022-05-09,272008
245,9132387755,72348447,031692405,30,2020-06-17,332000
246,0523962988,78403892,056878836,14,2020-05-03,267168
247,4286100642,11161603,143186001,17,2023-12-13,099029
248,4297079703,65793306,013419678,6,2023-07-23,182392
249,2546291142,24584510,109018530,15,2021-09-26,138409
250,0438903260,09557327,117238177,18,2023-01-21,901455
251,8570475852,47679122,017336364,17,2020-09-19,071162
252,4824882817,58233808,013419678,45,2022-10-29,595146
253,9275549482,40411868,013419678,5,2022-07-19,553059
254,9984894442,65637720,176752838,21,2022-12-10,513066
255,5748238240,85085596,154245455,41,2020-02-06,680832
256,1967210805,14677874,206479088,28,2022-05-18,424519
257,4713079946,72944797,161008715,48,2022-02-12,509527
258,7673489695,82272399,003014291,36,2020-03-15,343319
259,3833070533,20763218,253194702,17,2022-10-11,655371
260,0400113365,25639032,140416373,8,2020-04-18,213157
261,3754537199,97460998,100947274,28,2020-03-01,793596
262,3682565089,07425320,260811707,41,2021-04-28,728852
263,1413758874,30642577,077774625,12,2021-06-23,428458
264,9311748715,59010914,140416373,19,2022-04-07,182392
265,1633984707,55248968,208289515,3,2020-06-28,226666
266,0946540476,57083479,206479088,22,2021-05-22,228858
267,1506260866,58503011,003014291,44,2021-08-20,587686
268,3346946578,24591006,095311757,31,2021-09-09,466771
269,7100380372,03796172,100947274,19,2023-12-24,881605
270,9333858550,59137815,063587072,6,2023-06-16,430441
271,0595927643,98864245,249160355,44,2022-12-29,462856
272,3561727411,60473326,003638033,30,2020-01-25,638615
273,4154848498,66678748,073179948,31,2023-12-13,840953
274,2340245726,76051620,032490132,4,2023-11-21,990137
275,9095476325,74814289,262977989,32,2020-06-27,154252
276,2560883649,94065384,186111097,42,2023-07-25,515054
277,2276245315,00334746,095218451,16,2021-07-23,685426
278,8494240774,62541686,260810302,23,2023-09-30,508053
279,4377977009,81411084,262871376,4,2020-05-29,671299
280,9680591777,94471670,199216988,41,2020-06-10,485189
281,2015590339,18578955,173093879,23,2020-04-28,462856
282,7142270917,23617672,107802183,28,2020-11-12,509527
283,3730392478,59012991,252770233,11,2020-11-16,771091
284,2890859878,52715203,000404737,44,2021-04-06,267168
285,2052270912,00406608,252357065,25,2022-02-12,858643
286,4095049071,81338312,176752838,17,2023-01-16,459374
287,5738498425,42289533,008886007,11,2020-04-22,038930
288,1347906941,92336209,124767704,24,2022-08-05,553059
289,0603978235,93040455,262871376,43,2020-12-27,182392
290,4853750454,67576467,072459686,46,2020-01-28,417663
291,3153740275,75289254,109765020,30,2021-04-11,655371
292,7927243335,80845541,008886001,43,2023-06-02,267168
293,7615596625,65115670,066619715,6,2022-11-04,508053
294,6081288655,95097945,097594364,39,2021-01-03,990137
295,7617356789,78650873,022881852,28,2020-09-25,150231
296,9735160642,77518560,209891492,48,2020-04-23,671299
297,7287766186,57083479,161008715,39,2020-04-01,112150
298,8201053547,57767694,095311757,10,2021-05-09,138409
299,2945815631,59617190,094173458,28,2023-11-06,428458
300,4172655640,98634415,210277880,41,2020-06-10,417663
301,1845493286,47487629,031656174,36,2020-08-23,343319
302,0706132670,72728356,073179948,7,2023-09-04,739800
303,6663924595,26313636,252357065,3,2023-10-23,099029
304,4803378235,94471670,176752838,14,2022-04-11,614321
305,5021862578,11718495,094173458,30,2022-02-07,617170
306,3757689696,82176533,011371249,24,2023-03-20,771091
307,9642110122,55833754,069764541,1,2023-10-30,947021
308,1779446952,78422937,184466860,14,2020-10-25,047055
309,8264107740,83659420,270234757,11,2023-11-16,826671
310,6219662178,69825297,113530805,47,2022-02-16,374381
311,1019834084,87855095,019662184,40,2021-12-11,614321
312,7985185417,65115670,072882553,33,2021-02-19,947021
313,5134809757,91097850,069764541,23,2020-09-22,803680
314,7244693891,50210078,262977989,2,2021-06-21,739800
315,1266261892,53416830,117238177,36,2023-05-09,139732
316,2966530980,00583021,215141307,3,2022-07-11,947021
317,6758708777,13177681,010095276,5,2023-06-18,449345
318,1024011976,84669837,094173458,46,2023-09-10,071162
319,0391730752,34704332,207256575,10,2022-03-26,466771
320,1058552571,67230791,147999778,10,2023-02-18,595146
321,8818177741,15683189,208289515,33,2021-08-08,462856
322,2431207985,73126965,219148748,18,2022-05-07,771091
323,0951659897,28860825,260810302,12,2020-05-31,365091
324,9984159320,82176533,056878836,1,2021-04-17,417663
325,4387641645,12609661,004780917,46,2021-08-21,991011
326,1509259693,94992249,145288026,19,2022-07-20,150231
327,8386741205,83659420,070016692,29,2021-07-17,238509
328,1787999248,57083479,001476937,34,2023-04-30,267142
329,9303297294,97499777,069644748,25,2020-05-15,138409
330,0489976827,23981232,003638033,37,2021-09-17,879547
331,6779965954,04828131,213619207,1,2023-08-02,915122
332,1599291247,71317820,002245453,38,2021-07-06,296314
333,3912030983,84474325,111285062,2,2020-12-20,211254
334,8520944831,27469719,145288026,28,2022-07-19,746873
335,6981578928,47830909,143186001,36,2021-01-19,182392
336,0542355792,19893224,111580006,21,2022-10-04,393891
337,9093329838,89033034,140416373,45,2023-09-23,879547
338,5792246224,28395800,270234757,30,2021-10-14,915122
339,3145912216,97845906,054266567,7,2022-02-25,728852
340,9865889586,47819412,073787185,1,2021-09-09,671299
341,7918929496,63355714,170463582,8,2021-11-13,739800
342,8243471896,46683721,189643105,35,2020-07-04,272008
343,2150230314,28407065,100321478,6,2020-01-05,655371
344,7356040276,51574934,013833466,34,2020-06-04,138409
345,5767204162,87266327,069764541,43,2023-07-09,538245
346,2222270974,97845906,140416373,40,2022-11-14,238509
347,5112489423,77782557,187827003,3,2021-01-01,449345
348,7588995594,47947101,069764541,34,2022-08-07,372598
349,6181212539,98864245,117238177,18,2022-11-29,138409
350,0934301038,32348672,008886001,9,2022-06-03,617170
351,2108574930,23245627,019792256,15,2022-10-28,847511
352,9472436132,43165534,003954355,15,2020-04-27,879547
353,3159557507,21870278,073179948,10,2020-08-14,947021
354,1793263412,95697812,085396163,44,2021-07-29,847511
355,4299989798,77365529,070016692,41,2020-01-10,901455
356,3986861132,57083479,010095276,17,2022-04-05,424519
357,9297411480,63098770,261038020,31,2020-09-18,150231
358,9266733009,98002010,205581885,48,2022-05-24,826671
359,3232859744,09708935,158019962,44,2023-10-07,991011
360,0973879395,95775213,262434068,12,2021-08-13,925090
361,9960554740,09042924,249157126,9,2022-08-16,517969
362,0031260302,28556861,097594364,10,2022-03-04,424519
363,7924670546,81411084,008886001,46,2023-10-02,099029
364,6989959008,76941613,097594364,17,2022-11-13,424519
365,2715721870,27111338,042230121,46,2022-11-02,415258
366,4799521851,03796172,100321478,12,2020-07-26,940515
367,7068421921,82833050,069644748,34,2021-08-21,685426
368,6790795051,53416830,154245455,15,2021-01-04,746873
369,8919088825,09557327,075953557,4,2023-06-27,508053
370,6147090445,80475117,138107485,37,2020-06-25,914287
371,6724536650,65903450,262977989,6,2021-05-30,139732
372,7708096536,27469719,270234757,20,2022-08-27,424519
373,8227898538,89033034,209891492,43,2021-10-10,525428
374,3266176180,31068153,217536280,48,2021-12-02,770687
375,7919362273,87266327,004780917,13,2020-07-23,856182
376,4463430001,65080602,252884444,36,2021-12-01,372598
377,3468118434,61565990,253213647,3,2020-10-02,168530
378,4914620920,68340814,003014291,42,2020-11-22,508053
379,7161762456,77388324,012377498,46,2021-01-24,881605
380,0119752589,33365024,124767704,14,2022-09-09,803680
381,8948864179,09688269,121635154,48,2020-07-26,538758
382,8011169820,47176784,127844385,9,2020-05-20,840953
383,6443284541,33365024,106185389,2,2021-03-26,071162
384,3752779506,87924928,023416722,36,2021-10-29,154252
385,4125061150,69825297,011368965,45,2021-04-12,228858
386,7637313750,22123779,107802183,9,2020-01-15,459374
387,7976390714,27769960,042230121,39,2023-11-20,915122
388,6402429783,59904945,008886001,4,2022-03-13,947021
389,4267763014,24591006,002455543,8,2020-12-06,614321
390,6592327845,61790209,010920495,42,2022-04-02,538758
391,7845740861,55833754,212992673,15,2020-07-10,028046
392,8843733250,30790411,120219394,20,2020-12-28,739800
393,6323860048,71068643,070016692,1,2023-08-02,770687
394,3939766933,25116012,003014291,40,2021-04-15,513066
395,5039124676,82236700,004780917,34,2020-09-25,223773
396,5338675818,64353446,143186001,30,2020-06-17,617170
397,3433150551,59139836,242770600,45,2022-01-07,513066
398,3209065574,78887378,207256575,16,2023-03-18,430441
399,1531710148,82176533,049747007,20,2023-09-09,430441
400,7478502440,92871268,047342678,39,2021-03-01,365091
401,7013779622,09270370,000404737,13,2022-12-13,462856
402,3939337597,33660422,158019962,44,2021-05-14,459374
403,9776230082,54657538,074362508,1,2023-08-20,459374
404,4894745576,93546694,000404737,42,2021-01-01,154252
405,5029200633,57114325,111290696,45,2020-07-14,154252
406,0394090707,01079917,085763211,8,2021-05-23,485189
407,0711009874,09084882,021367457,25,2023-10-15,879547
408,8294701582,07521530,104741661,5,2020-10-15,138409
409,8086109858,40542965,074362508,41,2020-06-15,879547
410,1312001774,11429020,111290700,38,2022-04-17,858643
411,6128135426,17644771,216124178,9,2020-06-23,746873
412,3578253843,71076300,117238177,24,2021-10-18,332000
413,8349682516,97845906,023416722,31,2023-06-30,112150
414,3825894035,35557701,007827502,33,2021-04-05,372598
415,8724698359,03796172,197263858,41,2022-04-26,803680
416,0547079357,16706244,002245453,12,2021-05-26,858643
417,2759651153,81428867,243097256,37,2020-05-08,770687
418,9174691129,11429020,012377498,5,2020-09-19,733884
419,4596482464,82883933,270234757,22,2022-10-16,267168
420,9781149782,85245815,008886007,16,2021-12-22,879547
421,7175922695,56780501,008886001,5,2020-01-31,513066
422,9292729562,14677874,176752838,46,2023-08-22,925090
423,9465431225,21192531,094173458,47,2021-11-28,267168
424,8208312905,59137815,085396163,32,2022-11-06,793596
425,5152529802,23981232,010920495,14,2023-05-20,281057
426,9468189422,65637720,113530805,16,2023-06-17,847511
427,8199235466,23617672,059262880,2,2023-07-10,260145
428,3266953697,37264038,008886001,9,2020-06-02,208028
429,3065680380,09767009,262871376,30,2023-12-07,154252
430,6402193622,02478795,124767703,20,2021-08-29,281057
431,7347594340,15683189,104741661,20,2022-02-02,900799
432,9576282687,85394509,252357065,23,2023-03-07,322127
433,5347457217,80845541,013833466,37,2022-02-17,553059
434,8408387139,98949262,072882553,11,2021-06-16,856182
435,9316308613,95697812,204078065,46,2021-09-15,771091
436,2432147060,68715383,142002263,41,2020-04-21,856182
437,9575689880,85634780,008886007,7,2020-04-11,508053
438,5247755336,65115670,073125816,19,2021-01-15,881605
439,7144107470,03052099,251577060,43,2022-07-10,415258
440,8229000219,82833050,074341297,5,2021-11-04,525428
441,5381020476,71578089,252357065,2,2021-06-15,211254
442,4159245517,75989302,094173462,37,2020-03-08,513066
443,9955022142,89869709,019792256,33,2021-08-15,430441
444,1414538354,80206418,205581885,45,2023-11-12,332000
445,8751827834,68715383,054422942,16,2023-03-20,702631
446,2582694843,18167892,052789367,20,2021-10-05,393891
447,6702157536,09881824,207841114,30,2021-09-21,449345
448,1536864404,26322134,072459686,33,2020-02-16,223364
449,5186636052,59139836,111580006,28,2020-04-06,430441
450,2116316257,29521564,056878836,23,2020-02-19,028046
451,2919574591,40542965,143186001,39,2022-09-19,964506
452,0169865599,68395984,057325187,18,2022-03-12,226666
453,4867266550,09881824,113530805,42,2020-10-16,901455
454,8466437003,97592458,124767703,40,2022-03-31,877147
455,8017974834,75989302,225912339,15,2020-07-25,139732
456,6770538180,55833754,047342678,47,2021-07-21,856182
457,9052635855,84474325,188940817,31,2021-02-11,281057
458,8651029178,59617190,106863963,29,2022-02-18,595146
459,3541128211,57114325,052329763,18,2023-11-08,513066
460,4238797987,44429235,270880693,25,2020-03-09,638615
461,9888608672,02000753,002245453,37,2023-02-27,430441
462,0393836346,02492284,117254517,7,2022-07-10,168530
463,9565143584,16747119,002455543,8,2020-04-15,150231
464,5836991685,65498476,185067342,15,2023-08-27,424519
465,3209370643,78403892,252357065,37,2023-09-15,139732
466,0391446915,72320739,046240929,1,2023-11-08,393891
467,7244416958,07203162,121635152,7,2023-04-07,638615
468,6722352854,35240195,243097256,46,2021-11-26,238509
469,9096118467,74043178,026114399,44,2022-02-15,770687
470,9348471820,63943293,179546070,7,2023-06-29,901455
471,2663977158,60953445,023416722,44,2022-09-12,038930
472,1899735590,52387611,091947689,38,2020-04-03,332000
473,0895452542,37958732,002455543,22,2021-08-27,267168
474,3917090793,22981845,072882553,32,2023-06-13,509527
475,0947271533,90518472,076013378,41,2021-06-15,990137
476,3193695231,04896387,073125816,31,2022-09-22,771091
477,3640969267,07642179,000641906,1,2021-05-31,770687
478,3184164202,26195118,019792256,13,2021-02-05,940515
479,9402912204,14147691,206676975,23,2020-11-06,232271
480,8511807100,45209124,262977989,3,2021-07-24,071162
481,3649124573,56571211,003639597,6,2021-09-28,150231
482,0404555510,43185964,174377494,45,2021-03-07,086583
483,3367885739,91813525,253213647,18,2022-06-27,296314
484,8870771614,18441528,003639597,24,2021-12-22,258990
485,2385592144,14729513,003304875,49,2020-07-30,879547
486,2764090278,97592458,248446185,48,2021-04-06,272008
487,8651175451,47819412,069644748,7,2021-01-14,232271
488,4794572943,96087780,111290700,49,2023-04-20,513066
489,7434231145,70846563,249019417,21,2020-02-29,515054
490,2769408851,34597964,076776245,8,2023-02-25,211254
491,9092186785,05602352,013419678,22,2022-12-28,517969
492,4417653679,37264038,209891492,31,2021-07-18,223773
493,5374234692,74043178,214186189,11,2022-08-07,232271
494,1550519543,26288397,011368965,11,2020-11-12,991011
495,5552217919,58496554,013833466,46,2020-05-31,047055
496,5017229357,87266327,105663942,36,2020-04-29,655371
497,3034074410,51075298,053434797,43,2021-05-02,322127
498,1486611217,75196829,066067655,37,2021-03-18,424519
499,1569417368,01079917,262977989,31,2023-05-08,901455
500,3677277305,72065544,033172823,5,2021-07-25,879547
501,9589775793,21870278,270880693,12,2021-01-15,793596
502,7898174897,06785072,199216988,24,2022-07-20,728852
503,8769716544,79029399,100958457,26,2023-05-21,428458
504,9476492020,26313636,015267827,5,2023-09-26,086583
505,6461156191,81428867,031656174,25,2023-03-18,517969
506,6039343237,65080602,031656174,8,2020-06-03,372598
507,6562963744,11769033,117254517,30,2020-02-06,365091
508,2130997414,78899431,174842858,18,2022-06-21,525428
509,4993216288,35373951,100958457,37,2020-10-27,047055
510,5450859471,37264038,253194702,1,2023-09-20,840953
511,9966791975,89455114,139303869,4,2021-03-13,659131
512,7746970451,77365529,008965213,17,2021-07-25,655371
513,0759890447,36173980,054422942,37,2022-05-18,112150
514,6264178341,61160652,209891492,45,2023-05-25,990137
515,1281134236,59137815,000750578,14,2020-09-06,466771
